ICD10,PHECODE,Exl. Phecodes,Excl. Phenotypes
Q311,748.0,748-749.99," congenital anomalies of respiratory system, face and neck"
Q312,748.0,748-749.99," congenital anomalies of respiratory system, face and neck"
Q313,748.0,748-749.99," congenital anomalies of respiratory system, face and neck"
Q318,748.0,748-749.99," congenital anomalies of respiratory system, face and neck"
Q319,748.0,748-749.99," congenital anomalies of respiratory system, face and neck"
Q320,748.0,748-749.99," congenital anomalies of respiratory system, face and neck"
Q321,748.0,748-749.99," congenital anomalies of respiratory system, face and neck"
Q323,748.0,748-749.99," congenital anomalies of respiratory system, face and neck"
Q324,748.0,748-749.99," congenital anomalies of respiratory system, face and neck"
Q330,748.0,748-749.99," congenital anomalies of respiratory system, face and neck"
Q331,748.0,748-749.99," congenital anomalies of respiratory system, face and neck"
Q332,748.0,748-749.99," congenital anomalies of respiratory system, face and neck"
Q333,748.0,748-749.99," congenital anomalies of respiratory system, face and neck"
Q334,748.0,748-749.99," congenital anomalies of respiratory system, face and neck"
Q336,748.0,748-749.99," congenital anomalies of respiratory system, face and neck"
Q338,748.0,748-749.99," congenital anomalies of respiratory system, face and neck"
Q339,748.0,748-749.99," congenital anomalies of respiratory system, face and neck"
Q341,748.0,748-749.99," congenital anomalies of respiratory system, face and neck"
Q348,748.0,748-749.99," congenital anomalies of respiratory system, face and neck"
Q349,748.0,748-749.99," congenital anomalies of respiratory system, face and neck"
Q351,749.1,747-759.99,
Q353,749.1,747-759.99,
Q357,749.1,747-759.99,
Q359,749.1,747-759.99,
Q360,749.1,747-759.99,
Q369,749.1,747-759.99,
Q371,749.1,747-759.99,
Q373,749.1,747-759.99,
Q378,749.1,747-759.99,
Q379,749.1,747-759.99,
Q380,750.13,750-751.99," congenital anomalies of gi, urinary tract"
Q381,750.13,750-751.99," congenital anomalies of gi, urinary tract"
Q382,750.13,750-751.99," congenital anomalies of gi, urinary tract"
Q383,750.13,750-751.99," congenital anomalies of gi, urinary tract"
Q384,750.13,750-751.99," congenital anomalies of gi, urinary tract"
Q384,750.1,750-751.99," congenital anomalies of gi, urinary tract"
Q385,750.1,750-751.99," congenital anomalies of gi, urinary tract"
Q386,750.13,750-751.99," congenital anomalies of gi, urinary tract"
Q387,750.13,750-751.99," congenital anomalies of gi, urinary tract"
Q388,750.13,750-751.99," congenital anomalies of gi, urinary tract"
Q390,750.11,750-751.99," congenital anomalies of gi, urinary tract"
Q391,750.11,750-751.99," congenital anomalies of gi, urinary tract"
Q393,750.11,750-751.99," congenital anomalies of gi, urinary tract"
Q394,750.11,750-751.99," congenital anomalies of gi, urinary tract"
Q396,750.14,750-751.99," congenital anomalies of gi, urinary tract"
Q398,750.14,750-751.99," congenital anomalies of gi, urinary tract"
Q399,750.14,750-751.99," congenital anomalies of gi, urinary tract"
Q401,750.15,750-751.99," congenital anomalies of gi, urinary tract"
Q402,750.15,750-751.99," congenital anomalies of gi, urinary tract"
Q403,750.15,750-751.99," congenital anomalies of gi, urinary tract"
Q408,750.1,750-751.99," congenital anomalies of gi, urinary tract"
Q409,750.1,750-751.99," congenital anomalies of gi, urinary tract"
Q411,750.21,750-751.99," congenital anomalies of gi, urinary tract"
Q412,750.21,750-751.99," congenital anomalies of gi, urinary tract"
Q418,750.21,750-751.99," congenital anomalies of gi, urinary tract"
Q419,750.21,750-751.99," congenital anomalies of gi, urinary tract"
Q421,750.21,750-751.99," congenital anomalies of gi, urinary tract"
Q423,750.21,750-751.99," congenital anomalies of gi, urinary tract"
Q428,750.21,750-751.99," congenital anomalies of gi, urinary tract"
Q429,750.21,750-751.99," congenital anomalies of gi, urinary tract"
Q430,750.21,750-751.99," congenital anomalies of gi, urinary tract"
Q431,750.21,750-751.99," congenital anomalies of gi, urinary tract"
Q432,750.21,750-751.99," congenital anomalies of gi, urinary tract"
Q433,750.21,750-751.99," congenital anomalies of gi, urinary tract"
Q434,750.21,750-751.99," congenital anomalies of gi, urinary tract"
Q435,750.21,750-751.99," congenital anomalies of gi, urinary tract"
Q437,750.21,750-751.99," congenital anomalies of gi, urinary tract"
Q438,750.21,750-751.99," congenital anomalies of gi, urinary tract"
Q439,750.21,750-751.99," congenital anomalies of gi, urinary tract"
Q441,750.22,750-751.99," congenital anomalies of gi, urinary tract"
Q442,750.22,750-751.99," congenital anomalies of gi, urinary tract"
Q444,750.22,750-751.99," congenital anomalies of gi, urinary tract"
Q445,750.22,750-751.99," congenital anomalies of gi, urinary tract"
Q446,750.22,750-751.99," congenital anomalies of gi, urinary tract"
Q447,750.22,750-751.99," congenital anomalies of gi, urinary tract"
Q451,750.22,750-751.99," congenital anomalies of gi, urinary tract"
Q452,750.22,750-751.99," congenital anomalies of gi, urinary tract"
Q453,750.22,750-751.99," congenital anomalies of gi, urinary tract"
Q458,750.2,750-751.99," congenital anomalies of gi, urinary tract"
Q459,750.0,750-751.99," congenital anomalies of gi, urinary tract"
Q500,751.11,750-751.99," congenital anomalies of gi, urinary tract"
Q501,751.11,750-751.99," congenital anomalies of gi, urinary tract"
Q503,751.11,750-751.99," congenital anomalies of gi, urinary tract"
Q504,751.11,750-751.99," congenital anomalies of gi, urinary tract"
Q505,751.11,750-751.99," congenital anomalies of gi, urinary tract"
Q506,751.11,750-751.99," congenital anomalies of gi, urinary tract"
Q510,751.11,750-751.99," congenital anomalies of gi, urinary tract"
Q511,751.11,750-751.99," congenital anomalies of gi, urinary tract"
Q512,751.11,750-751.99," congenital anomalies of gi, urinary tract"
Q513,751.11,750-751.99," congenital anomalies of gi, urinary tract"
Q514,751.11,750-751.99," congenital anomalies of gi, urinary tract"
Q518,751.11,750-751.99," congenital anomalies of gi, urinary tract"
Q519,751.11,750-751.99," congenital anomalies of gi, urinary tract"
Q520,751.11,750-751.99," congenital anomalies of gi, urinary tract"
Q521,751.11,750-751.99," congenital anomalies of gi, urinary tract"
Q522,751.11,750-751.99," congenital anomalies of gi, urinary tract"
Q523,751.11,750-751.99," congenital anomalies of gi, urinary tract"
Q524,751.11,750-751.99," congenital anomalies of gi, urinary tract"
Q525,751.11,750-751.99," congenital anomalies of gi, urinary tract"
Q526,751.11,750-751.99," congenital anomalies of gi, urinary tract"
Q527,751.11,750-751.99," congenital anomalies of gi, urinary tract"
Q528,751.11,750-751.99," congenital anomalies of gi, urinary tract"
Q530,751.12,750-751.99," congenital anomalies of gi, urinary tract"
Q531,751.12,750-751.99," congenital anomalies of gi, urinary tract"
Q532,751.12,750-751.99," congenital anomalies of gi, urinary tract"
Q539,751.12,750-751.99," congenital anomalies of gi, urinary tract"
Q540,751.12,750-751.99," congenital anomalies of gi, urinary tract"
Q541,751.12,750-751.99," congenital anomalies of gi, urinary tract"
Q542,751.12,750-751.99," congenital anomalies of gi, urinary tract"
Q543,751.12,750-751.99," congenital anomalies of gi, urinary tract"
Q544,751.12,750-751.99," congenital anomalies of gi, urinary tract"
Q548,751.12,750-751.99," congenital anomalies of gi, urinary tract"
Q549,751.12,750-751.99," congenital anomalies of gi, urinary tract"
Q550,751.1,750-751.99," congenital anomalies of gi, urinary tract"
Q551,751.1,750-751.99," congenital anomalies of gi, urinary tract"
Q552,751.1,750-751.99," congenital anomalies of gi, urinary tract"
Q553,751.1,750-751.99," congenital anomalies of gi, urinary tract"
Q554,751.1,750-751.99," congenital anomalies of gi, urinary tract"
Q555,751.12,750-751.99," congenital anomalies of gi, urinary tract"
Q556,751.12,750-751.99," congenital anomalies of gi, urinary tract"
Q558,751.1,750-751.99," congenital anomalies of gi, urinary tract"
Q559,751.1,750-751.99," congenital anomalies of gi, urinary tract"
Q560,751.1,750-751.99," congenital anomalies of gi, urinary tract"
Q600,751.22,750-751.99," congenital anomalies of gi, urinary tract"
Q602,751.22,750-751.99," congenital anomalies of gi, urinary tract"
Q603,751.22,750-751.99," congenital anomalies of gi, urinary tract"
Q605,751.22,750-751.99," congenital anomalies of gi, urinary tract"
Q606,751.22,750-751.99," congenital anomalies of gi, urinary tract"
Q610,751.21,750-751.99," congenital anomalies of gi, urinary tract"
Q611,751.21,750-751.99," congenital anomalies of gi, urinary tract"
Q612,751.21,750-751.99," congenital anomalies of gi, urinary tract"
Q613,751.21,750-751.99," congenital anomalies of gi, urinary tract"
Q614,751.21,750-751.99," congenital anomalies of gi, urinary tract"
Q615,751.21,750-751.99," congenital anomalies of gi, urinary tract"
Q618,751.21,750-751.99," congenital anomalies of gi, urinary tract"
Q619,751.21,750-751.99," congenital anomalies of gi, urinary tract"
Q620,751.3,750-751.99," congenital anomalies of gi, urinary tract"
Q621,751.3,750-751.99," congenital anomalies of gi, urinary tract"
Q622,586.4,580-590.99,diseases of kidney and ureters
Q623,751.3,750-751.99," congenital anomalies of gi, urinary tract"
Q625,751.2,750-751.99," congenital anomalies of gi, urinary tract"
Q628,751.2,750-751.99," congenital anomalies of gi, urinary tract"
Q630,751.22,750-751.99," congenital anomalies of gi, urinary tract"
Q631,751.22,750-751.99," congenital anomalies of gi, urinary tract"
Q632,751.22,750-751.99," congenital anomalies of gi, urinary tract"
Q638,751.22,750-751.99," congenital anomalies of gi, urinary tract"
Q639,751.22,750-751.99," congenital anomalies of gi, urinary tract"
Q640,751.12,750-751.99," congenital anomalies of gi, urinary tract"
Q641,751.2,750-751.99," congenital anomalies of gi, urinary tract"
Q642,751.2,750-751.99," congenital anomalies of gi, urinary tract"
Q643,751.2,750-751.99," congenital anomalies of gi, urinary tract"
Q644,751.2,750-751.99," congenital anomalies of gi, urinary tract"
Q646,751.2,750-751.99," congenital anomalies of gi, urinary tract"
Q647,751.2,750-751.99," congenital anomalies of gi, urinary tract"
Q648,751.2,750-751.99," congenital anomalies of gi, urinary tract"
Q649,751.2,750-751.99," congenital anomalies of gi, urinary tract"
Q650,755.61,754-756.99,congenital musculoskeletal anomalies
Q651,755.61,754-756.99,congenital musculoskeletal anomalies
Q652,755.61,754-756.99,congenital musculoskeletal anomalies
Q654,755.61,754-756.99,congenital musculoskeletal anomalies
Q656,755.61,754-756.99,congenital musculoskeletal anomalies
Q658,755.61,754-756.99,congenital musculoskeletal anomalies
Q659,755.61,754-756.99,congenital musculoskeletal anomalies
Q660,755.1,754-756.99,congenital musculoskeletal anomalies
Q662,755.1,754-756.99,congenital musculoskeletal anomalies
Q663,755.1,754-756.99,congenital musculoskeletal anomalies
Q665,755.1,754-756.99,congenital musculoskeletal anomalies
Q666,755.1,754-756.99,congenital musculoskeletal anomalies
Q667,755.1,754-756.99,congenital musculoskeletal anomalies
Q668,755.1,754-756.99,congenital musculoskeletal anomalies
Q669,755.1,754-756.99,congenital musculoskeletal anomalies
Q670,749.0,748-749.99," congenital anomalies of respiratory system, face and neck"
Q674,749.0,748-749.99," congenital anomalies of respiratory system, face and neck"
Q675,754.0,754-756.99,congenital musculoskeletal anomalies
Q676,756.21,754-756.99,congenital musculoskeletal anomalies
Q677,756.22,754-756.99,congenital musculoskeletal anomalies
Q678,756.0,754-756.99,congenital musculoskeletal anomalies
Q681,,,
Q681,755.4,754-756.99,congenital musculoskeletal anomalies
Q682,755.6,754-756.99,congenital musculoskeletal anomalies
Q688,755.4,754-756.99,congenital musculoskeletal anomalies
Q688,756.0,754-756.99,congenital musculoskeletal anomalies
Q692,755.3,754-756.99,congenital musculoskeletal anomalies
Q699,755.3,754-756.99,congenital musculoskeletal anomalies
Q700,755.3,754-756.99,congenital musculoskeletal anomalies
Q702,755.3,754-756.99,congenital musculoskeletal anomalies
Q703,755.3,754-756.99,congenital musculoskeletal anomalies
Q710,755.4,754-756.99,congenital musculoskeletal anomalies
Q711,755.4,754-756.99,congenital musculoskeletal anomalies
Q713,755.4,754-756.99,congenital musculoskeletal anomalies
Q716,755.3,754-756.99,congenital musculoskeletal anomalies
Q718,755.4,754-756.99,congenital musculoskeletal anomalies
Q719,755.4,754-756.99,congenital musculoskeletal anomalies
Q720,755.6,754-756.99,congenital musculoskeletal anomalies
Q723,755.6,754-756.99,congenital musculoskeletal anomalies
Q728,755.6,754-756.99,congenital musculoskeletal anomalies
Q729,755.6,754-756.99,congenital musculoskeletal anomalies
Q730,755.4,754-756.99,congenital musculoskeletal anomalies
Q731,755.4,754-756.99,congenital musculoskeletal anomalies
Q740,755.4,754-756.99,congenital musculoskeletal anomalies
Q741,755.6,754-756.99,congenital musculoskeletal anomalies
Q742,755.6,754-756.99,congenital musculoskeletal anomalies
Q743,756.0,754-756.99,congenital musculoskeletal anomalies
Q748,755.0,754-756.99,congenital musculoskeletal anomalies
Q749,755.0,754-756.99,congenital musculoskeletal anomalies
Q750,749.2,748-749.99," congenital anomalies of respiratory system, face and neck"
Q751,749.2,748-749.99," congenital anomalies of respiratory system, face and neck"
Q754,749.2,748-749.99," congenital anomalies of respiratory system, face and neck"
Q758,749.2,748-749.99," congenital anomalies of respiratory system, face and neck"
Q759,749.2,748-749.99," congenital anomalies of respiratory system, face and neck"
Q760,752.1,752-754.99," congenital anomalies of nervous system, spine"
Q761,754.0,754-756.99,congenital musculoskeletal anomalies
Q762,754.2,754-756.99,congenital musculoskeletal anomalies
Q763,737.0,735-739.99,Acquired deformities
Q764,754.0,754-756.99,congenital musculoskeletal anomalies
Q765,754.0,754-756.99,congenital musculoskeletal anomalies
Q766,756.2,754-756.99,congenital musculoskeletal anomalies
Q767,756.2,754-756.99,congenital musculoskeletal anomalies
Q769,756.2,754-756.99,congenital musculoskeletal anomalies
Q771,756.0,754-756.99,congenital musculoskeletal anomalies
Q773,756.5,754-756.99,congenital musculoskeletal anomalies
Q774,756.0,754-756.99,congenital musculoskeletal anomalies
Q775,756.0,754-756.99,congenital musculoskeletal anomalies
Q777,756.0,754-756.99,congenital musculoskeletal anomalies
Q780,756.5,754-756.99,congenital musculoskeletal anomalies
Q781,756.5,754-756.99,congenital musculoskeletal anomalies
Q782,756.5,754-756.99,congenital musculoskeletal anomalies
Q784,756.0,754-756.99,congenital musculoskeletal anomalies
Q786,756.5,754-756.99,congenital musculoskeletal anomalies
Q788,756.5,754-756.99,congenital musculoskeletal anomalies
Q789,756.5,754-756.99,congenital musculoskeletal anomalies
Q790,756.1,754-756.99,congenital musculoskeletal anomalies
Q791,756.1,754-756.99,congenital musculoskeletal anomalies
Q792,756.1,754-756.99,congenital musculoskeletal anomalies
Q794,756.1,754-756.99,congenital musculoskeletal anomalies
Q795,756.1,754-756.99,congenital musculoskeletal anomalies
Q796,756.3,754-756.99,congenital musculoskeletal anomalies
Q798,756.3,754-756.99,congenital musculoskeletal anomalies
Q798,756.0,754-756.99,congenital musculoskeletal anomalies
Q799,756.0,754-756.99,congenital musculoskeletal anomalies
Q801,691.1,690-697.99,Other inflammatory condition of skin
Q803,691.1,690-697.99,Other inflammatory condition of skin
Q804,691.1,690-697.99,Other inflammatory condition of skin
Q808,691.1,690-697.99,Other inflammatory condition of skin
Q809,691.1,690-697.99,Other inflammatory condition of skin
Q810,691.0,690-697.99,Other inflammatory condition of skin
Q812,691.0,690-697.99,Other inflammatory condition of skin
Q818,691.0,690-697.99,Other inflammatory condition of skin
Q819,691.0,690-697.99,Other inflammatory condition of skin
Q820,757.0,756-759.99,All other congenital anomalies
Q821,691.3,690-697.99,Other inflammatory condition of skin
Q822,691.3,690-697.99,Other inflammatory condition of skin
Q824,691.0,690-697.99,Other inflammatory condition of skin
Q825,217.0,216-217.99,Benign neoplasm of skin
Q828,691.0,690-697.99,Other inflammatory condition of skin
Q829,691.0,690-697.99,Other inflammatory condition of skin
Q830,612.3,610-613.99,nonmalignant breast conditions
Q831,612.3,610-613.99,nonmalignant breast conditions
Q832,612.3,610-613.99,nonmalignant breast conditions
Q833,612.3,610-613.99,nonmalignant breast conditions
Q838,612.3,610-613.99,nonmalignant breast conditions
Q839,612.3,610-613.99,nonmalignant breast conditions
Q842,757.0,756-759.99,All other congenital anomalies
Q846,757.0,756-759.99,All other congenital anomalies
Q850,199.4,195-199.99,"Neoplasms: malignant, secondary or uncertain"
Q851,759.0,756-759.99,All other congenital anomalies
Q858,759.0,756-759.99,All other congenital anomalies
Q859,759.0,756-759.99,All other congenital anomalies
Q861,658.0,658-658.99,Maternal complication of pregnancy affecting fetus or newborn
Q870,755.3,754-756.99,congenital musculoskeletal anomalies
Q870,749.2,748-749.99," congenital anomalies of respiratory system, face and neck"
Q871,758.0,756-759.99,All other congenital anomalies
Q872,759.0,756-759.99,All other congenital anomalies
Q873,759.0,756-759.99,All other congenital anomalies
Q874,758.0,756-759.99,All other congenital anomalies
Q875,759.0,756-759.99,All other congenital anomalies
Q878,759.0,756-759.99,All other congenital anomalies
Q890,759.0,756-759.99,All other congenital anomalies
Q891,759.1,756-759.99,All other congenital anomalies
Q892,759.1,756-759.99,All other congenital anomalies
Q893,759.0,756-759.99,All other congenital anomalies
Q897,759.0,756-759.99,All other congenital anomalies
Q898,759.0,756-759.99,All other congenital anomalies
Q909,758.1,756-759.99,All other congenital anomalies
Q912,758.1,756-759.99,All other congenital anomalies
Q913,758.1,756-759.99,All other congenital anomalies
Q916,758.1,756-759.99,All other congenital anomalies
Q917,758.1,756-759.99,All other congenital anomalies
Q927,758.1,756-759.99,All other congenital anomalies
Q928,758.1,756-759.99,All other congenital anomalies
Q934,758.1,756-759.99,All other congenital anomalies
Q935,758.1,756-759.99,All other congenital anomalies
Q938,758.1,756-759.99,All other congenital anomalies
Q963,758.1,756-759.99,All other congenital anomalies
Q968,758.1,756-759.99,All other congenital anomalies
Q969,758.1,756-759.99,All other congenital anomalies
Q971,758.1,756-759.99,All other congenital anomalies
Q973,758.1,756-759.99,All other congenital anomalies
Q978,758.1,756-759.99,All other congenital anomalies
Q979,758.1,756-759.99,All other congenital anomalies
Q980,758.1,756-759.99,All other congenital anomalies
Q981,758.1,756-759.99,All other congenital anomalies
Q984,758.1,756-759.99,All other congenital anomalies
Q987,758.1,756-759.99,All other congenital anomalies
Q988,758.1,756-759.99,All other congenital anomalies
Q989,758.1,756-759.99,All other congenital anomalies
Q992,758.0,756-759.99,All other congenital anomalies
Q998,758.1,756-759.99,All other congenital anomalies
Q999,758.1,756-759.99,All other congenital anomalies
R000,427.7,426-427.99,cardiac conduction disorders
R001,427.3,426-427.99,cardiac conduction disorders
R002,427.9,426-427.99,cardiac conduction disorders
R008,,,
R010,396.0,394-399.99,heart valve disorders
R011,396.0,394-399.99,heart valve disorders
R012,396.0,394-399.99,heart valve disorders
R02,791.0,791-791.99,Gangrene
R030,402.0,401-405.99,HYPERTENSIVE DISEASE
R031,458.0,458-459.99,other circulatory symptoms/findings/disorders
R040,477.0,470-479.99,other/chronic upper respiratory disease
R041,477.0,470-479.99,other/chronic upper respiratory disease
R042,516.1,516-516.99,Abnormal sputum
R048,516.1,516-516.99,Abnormal sputum
R049,516.1,516-516.99,Abnormal sputum
R05,512.8,512-512.99,Other symptoms of respiratory system
R060,512.7,512-512.99,Other symptoms of respiratory system
R061,479.0,470-479.99,other/chronic upper respiratory disease
R062,512.1,512-512.99,Other symptoms of respiratory system
R063,513.31,513-513.99,Respiratory abnormalities
R064,513.4,513-513.99,Respiratory abnormalities
R065,293.0,293-293.99,Symptoms involving head and neck
R066,513.8,513-513.99,Respiratory abnormalities
R067,293.0,293-293.99,Symptoms involving head and neck
R068,512.9,512-512.99,Other symptoms of respiratory system
R070,478.0,470-479.99,other/chronic upper respiratory disease
R071,512.2,512-512.99,Other symptoms of respiratory system
R072,418.1,418-418.99,Nonspecific chest pain
R073,418.0,418-418.99,Nonspecific chest pain
R074,418.0,418-418.99,Nonspecific chest pain
R090,1013.0,,
R091,507.0,500-509.99,Pneumoconioses and other lung diseases
R092,509.5,500-509.99,Pneumoconioses and other lung diseases
R093,516.0,516-516.99,Abnormal sputum
R098,429.3,428-429.99,Heart failure
R100,785.0,785-785.99,Abdominal pain
R101,785.0,785-785.99,Abdominal pain
R102,785.0,785-785.99,Abdominal pain
R103,785.0,785-785.99,Abdominal pain
R104,785.0,785-785.99,Abdominal pain
R11,789.0,789-789.99,Nausea and vomiting
R12,530.9,"530-530.99, 532-532.99",esophageal disorders
R13,532.0,"530-530.99, 532-532.99",esophageal disorders
R14,561.2,555-564.99,noninfective gastrointestinal disorders
R15,561.0,555-564.99,noninfective gastrointestinal disorders
R160,573.3,570-573.99,Liver disease
R161,579.2,578-579.99,Other diseases of digestive system
R162,579.2,578-579.99,Other diseases of digestive system
R162,573.3,570-573.99,Liver disease
R17,573.5,570-573.99,Liver disease
R18,572.0,570-573.99,Liver disease
R190,579.0,578-579.99,Other diseases of digestive system
R191,561.0,555-564.99,noninfective gastrointestinal disorders
R192,561.0,555-564.99,noninfective gastrointestinal disorders
R193,579.0,578-579.99,Other diseases of digestive system
R194,561.0,555-564.99,noninfective gastrointestinal disorders
R195,579.8,578-579.99,Other diseases of digestive system
R196,293.0,293-293.99,Symptoms involving head and neck
R198,561.0,555-564.99,noninfective gastrointestinal disorders
R200,687.4,687-687.99,Symptoms affecting skin
R201,687.4,687-687.99,Symptoms affecting skin
R202,687.4,687-687.99,Symptoms affecting skin
R203,687.4,687-687.99,Symptoms affecting skin
R208,687.4,687-687.99,Symptoms affecting skin
R21,687.1,687-687.99,Symptoms affecting skin
R220,293.1,293-293.99,Symptoms involving head and neck
R221,293.1,293-293.99,Symptoms involving head and neck
R222,519.9,519-519.99,tracheostomy complications
R223,771.0,771-771.99,Musculoskeletal symptoms referable to limbs
R224,771.0,771-771.99,Musculoskeletal symptoms referable to limbs
R227,729.0,725-729.99,"Rheumatism, Excluding The Back"
R229,687.2,687-687.99,Symptoms affecting skin
R230,513.3,513-513.99,Respiratory abnormalities
R231,782.6,782-782.99,Symptoms involving skin and other integumentary tissue
R232,782.6,782-782.99,Symptoms involving skin and other integumentary tissue
R233,287.1,286-287.99,COAGULATION OR HEMORRHAGIC DISEASES
R234,687.3,687-687.99,Symptoms affecting skin
R238,687.0,687-687.99,Symptoms affecting skin
R250,350.1,350-350.99," Other symptoms, reflex"
R251,350.1,350-350.99," Other symptoms, reflex"
R252,350.1,350-350.99," Other symptoms, reflex"
R253,350.1,350-350.99," Other symptoms, reflex"
R258,350.1,350-350.99," Other symptoms, reflex"
R260,350.2,350-350.99," Other symptoms, reflex"
R261,350.2,350-350.99," Other symptoms, reflex"
R262,741.3,741-742.99,other non-traumatic joint disorders
R268,350.2,350-350.99," Other symptoms, reflex"
R270,350.3,350-350.99," Other symptoms, reflex"
R278,350.3,350-350.99," Other symptoms, reflex"
R290,350.1,350-350.99," Other symptoms, reflex"
R291,781.0,781-781.99,Symptoms involving nervous and musculoskeletal systems
R292,350.5,350-350.99," Other symptoms, reflex"
R293,781.2,781-781.99,Symptoms involving nervous and musculoskeletal systems
R294,741.0,741-742.99,other non-traumatic joint disorders
R298,781.0,781-781.99,Symptoms involving nervous and musculoskeletal systems
R300,599.3,599-599.99,Other symptoms/disorders or the urinary system
R301,599.8,599-599.99,Other symptoms/disorders or the urinary system
R309,599.3,599-599.99,Other symptoms/disorders or the urinary system
R31,593.0,590-593.99,Urinary tract infections
R32,599.4,599-599.99,Other symptoms/disorders or the urinary system
R33,599.2,599-599.99,Other symptoms/disorders or the urinary system
R34,599.6,599-599.99,Other symptoms/disorders or the urinary system
R35,599.5,599-599.99,Other symptoms/disorders or the urinary system
R36,599.7,599-599.99,Other symptoms/disorders or the urinary system
R390,599.8,599-599.99,Other symptoms/disorders or the urinary system
R391,599.9,599-599.99,Other symptoms/disorders or the urinary system
R392,599.8,599-599.99,Other symptoms/disorders or the urinary system
R398,599.0,599-599.99,Other symptoms/disorders or the urinary system
R398,598.0,598-598.99,Nonspecific findings on examination of urine
R400,291.8,290-292.99,dementia and related cognitive disorders/symptoms
R401,291.8,290-292.99,dementia and related cognitive disorders/symptoms
R402,348.7,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
R410,292.4,290-292.99,dementia and related cognitive disorders/symptoms
R411,292.3,290-292.99,dementia and related cognitive disorders/symptoms
R412,292.3,290-292.99,dementia and related cognitive disorders/symptoms
R413,292.3,290-292.99,dementia and related cognitive disorders/symptoms
R418,292.0,290-292.99,dementia and related cognitive disorders/symptoms
R42,386.9,386-386.99,conditions associated with dizziness or vertigo
R430,350.6,350-350.99," Other symptoms, reflex"
R431,350.6,350-350.99," Other symptoms, reflex"
R432,350.6,350-350.99," Other symptoms, reflex"
R440,292.6,290-292.99,dementia and related cognitive disorders/symptoms
R441,368.9,368-368.99,Visual disturbances/defects
R442,292.6,290-292.99,dementia and related cognitive disorders/symptoms
R443,292.6,290-292.99,dementia and related cognitive disorders/symptoms
R450,1004.0,,
R451,315.0,312-315.99,Developmental/behavioral disorders
R452,300.0,295-306.99,psychological disorders
R453,1004.0,,
R454,1004.0,,
R455,300.0,295-306.99,psychological disorders
R457,300.8,295-306.99,psychological disorders
R458,1004.0,,
R460,1019.0,,
R462,1019.0,,
R464,1019.0,,
R465,1019.0,,
R466,1019.0,,
R468,1019.0,,
R470,292.1,290-292.99,dementia and related cognitive disorders/symptoms
R471,292.1,290-292.99,dementia and related cognitive disorders/symptoms
R478,292.1,290-292.99,dementia and related cognitive disorders/symptoms
R480,292.12,290-292.99,dementia and related cognitive disorders/symptoms
R481,292.12,290-292.99,dementia and related cognitive disorders/symptoms
R482,292.12,290-292.99,dementia and related cognitive disorders/symptoms
R488,292.12,290-292.99,dementia and related cognitive disorders/symptoms
R490,473.4,470-479.99,other/chronic upper respiratory disease
R491,473.4,470-479.99,other/chronic upper respiratory disease
R492,473.4,470-479.99,other/chronic upper respiratory disease
R498,473.4,470-479.99,other/chronic upper respiratory disease
R500,783.0,783-783.99,fever
R501,783.0,783-783.99,fever
R509,783.0,783-783.99,fever
R51,339.0,339-340.99,Headache; including migraine
R520,338.1,338-338.9,PAIN
R521,1005.0,,
R522,338.2,338-338.9,PAIN
R529,1005.0,,
R529,338.1,338-338.9,PAIN
R53,798.0,798-798.99,Malaise and fatigue
R54,290.0,290-292.99,dementia and related cognitive disorders/symptoms
R55,788.0,788-788.99,Syncope and collapse
R560,345.3,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
R568,345.3,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
R570,797.1,797-797.99,Shock
R571,797.0,797-797.99,Shock
R578,797.0,797-797.99,Shock
R579,797.0,797-797.99,Shock
R58,459.1,458-459.99,other circulatory symptoms/findings/disorders
R590,289.4,288-289.99,Other diseases of the blood
R591,289.4,288-289.99,Other diseases of the blood
R599,289.4,288-289.99,Other diseases of the blood
R600,782.3,782-782.99,Symptoms involving skin and other integumentary tissue
R601,782.3,782-782.99,Symptoms involving skin and other integumentary tissue
R609,782.3,782-782.99,Symptoms involving skin and other integumentary tissue
R610,705.8,705-706.99,disorders of sweat and sebaceous glands
R611,705.8,705-706.99,disorders of sweat and sebaceous glands
R619,705.8,705-706.99,disorders of sweat and sebaceous glands
R628,264.9,260-264.99,Nutritional deficiencies
R629,264.9,260-264.99,Nutritional deficiencies
R630,260.6,260-264.99,Nutritional deficiencies
R631,276.8,276-276.99,"Disorders of fluid, electrolyte, and acid-base balance"
R632,260.7,260-264.99,Nutritional deficiencies
R633,1002.0,,
R634,1002.0,,
R635,278.4,278-278.99,Obesity
R638,277.0,277-277.99,Other/unspecified disorders of metabolism
R64,260.1,260-264.99,Nutritional deficiencies
R680,780.0,780-780.99,Hypothermia/Chills
R682,527.7,527-529.99,Diseases of mouth; excluding dental
R683,781.0,781-781.99,Symptoms involving nervous and musculoskeletal systems
R688,1005.0,,
R69,1019.0,,
R700,790.1,790-790.99,Nonspecific findings on examination of blood
R701,790.0,790-790.99,Nonspecific findings on examination of blood
R71,289.9,288-289.99,Other diseases of the blood
R72,288.0,288-289.99,Other diseases of the blood
R730,250.41,249-250.99,DIABETES
R739,250.42,249-250.99,DIABETES
