,features,id,names,category
37793,f.40013.1738.0,40013,Type of cancer: ICD9,Cancer register
37794,f.40013.1739.0,40013,Type of cancer: ICD9,Cancer register
37795,f.40013.1740.0,40013,Type of cancer: ICD9,Cancer register
37796,f.40013.1741.0,40013,Type of cancer: ICD9,Cancer register
37797,f.40013.1742.0,40013,Type of cancer: ICD9,Cancer register
37798,f.40013.1743.0,40013,Type of cancer: ICD9,Cancer register
37799,f.40013.1744.0,40013,Type of cancer: ICD9,Cancer register
37800,f.40013.1745.0,40013,Type of cancer: ICD9,Cancer register
37801,f.40013.1746.0,40013,Type of cancer: ICD9,Cancer register
37802,f.40013.1748.0,40013,Type of cancer: ICD9,Cancer register
37803,f.40013.1749.0,40013,Type of cancer: ICD9,Cancer register
37804,f.40013.175.0,40013,Type of cancer: ICD9,Cancer register
37805,f.40013.179.0,40013,Type of cancer: ICD9,Cancer register
37806,f.40013.1800.0,40013,Type of cancer: ICD9,Cancer register
37807,f.40013.1801.0,40013,Type of cancer: ICD9,Cancer register
37808,f.40013.1808.0,40013,Type of cancer: ICD9,Cancer register
37809,f.40013.1809.0,40013,Type of cancer: ICD9,Cancer register
37810,f.40013.181.0,40013,Type of cancer: ICD9,Cancer register
37811,f.40013.182.0,40013,Type of cancer: ICD9,Cancer register
37812,f.40013.1820.0,40013,Type of cancer: ICD9,Cancer register
37813,f.40013.1828.0,40013,Type of cancer: ICD9,Cancer register
37814,f.40013.1830.0,40013,Type of cancer: ICD9,Cancer register
37815,f.40013.1832.0,40013,Type of cancer: ICD9,Cancer register
37816,f.40013.1840.0,40013,Type of cancer: ICD9,Cancer register
37817,f.40013.1841.0,40013,Type of cancer: ICD9,Cancer register
37818,f.40013.1844.0,40013,Type of cancer: ICD9,Cancer register
37819,f.40013.1848.0,40013,Type of cancer: ICD9,Cancer register
37820,f.40013.1849.0,40013,Type of cancer: ICD9,Cancer register
37821,f.40013.185.0,40013,Type of cancer: ICD9,Cancer register
37822,f.40013.1869.0,40013,Type of cancer: ICD9,Cancer register
37823,f.40013.187.0,40013,Type of cancer: ICD9,Cancer register
37824,f.40013.1871.0,40013,Type of cancer: ICD9,Cancer register
37825,f.40013.1874.0,40013,Type of cancer: ICD9,Cancer register
37826,f.40013.1875.0,40013,Type of cancer: ICD9,Cancer register
37827,f.40013.1877.0,40013,Type of cancer: ICD9,Cancer register
37828,f.40013.1880.0,40013,Type of cancer: ICD9,Cancer register
37829,f.40013.1882.0,40013,Type of cancer: ICD9,Cancer register
37830,f.40013.1884.0,40013,Type of cancer: ICD9,Cancer register
37831,f.40013.1886.0,40013,Type of cancer: ICD9,Cancer register
37832,f.40013.1888.0,40013,Type of cancer: ICD9,Cancer register
37833,f.40013.1889.0,40013,Type of cancer: ICD9,Cancer register
37834,f.40013.1890.0,40013,Type of cancer: ICD9,Cancer register
37835,f.40013.1891.0,40013,Type of cancer: ICD9,Cancer register
37836,f.40013.1892.0,40013,Type of cancer: ICD9,Cancer register
37837,f.40013.1893.0,40013,Type of cancer: ICD9,Cancer register
37838,f.40013.1899.0,40013,Type of cancer: ICD9,Cancer register
37839,f.40013.1900.0,40013,Type of cancer: ICD9,Cancer register
37840,f.40013.1901.0,40013,Type of cancer: ICD9,Cancer register
37841,f.40013.1903.0,40013,Type of cancer: ICD9,Cancer register
37842,f.40013.1906.0,40013,Type of cancer: ICD9,Cancer register
37843,f.40013.1908.0,40013,Type of cancer: ICD9,Cancer register
37844,f.40013.1909.0,40013,Type of cancer: ICD9,Cancer register
37845,f.40013.1910.0,40013,Type of cancer: ICD9,Cancer register
37846,f.40013.1911.0,40013,Type of cancer: ICD9,Cancer register
37847,f.40013.1912.0,40013,Type of cancer: ICD9,Cancer register
37848,f.40013.1914.0,40013,Type of cancer: ICD9,Cancer register
37849,f.40013.1916.0,40013,Type of cancer: ICD9,Cancer register
37850,f.40013.1917.0,40013,Type of cancer: ICD9,Cancer register
37851,f.40013.1918.0,40013,Type of cancer: ICD9,Cancer register
37852,f.40013.1919.0,40013,Type of cancer: ICD9,Cancer register
37853,f.40013.192.0,40013,Type of cancer: ICD9,Cancer register
37854,f.40013.1920.0,40013,Type of cancer: ICD9,Cancer register
37855,f.40013.1921.0,40013,Type of cancer: ICD9,Cancer register
37856,f.40013.1922.0,40013,Type of cancer: ICD9,Cancer register
37857,f.40013.193.0,40013,Type of cancer: ICD9,Cancer register
37858,f.40013.1940.0,40013,Type of cancer: ICD9,Cancer register
37859,f.40013.1941.0,40013,Type of cancer: ICD9,Cancer register
37860,f.40013.1943.0,40013,Type of cancer: ICD9,Cancer register
37861,f.40013.1944.0,40013,Type of cancer: ICD9,Cancer register
37862,f.40013.1949.0,40013,Type of cancer: ICD9,Cancer register
37863,f.40013.195.0,40013,Type of cancer: ICD9,Cancer register
37864,f.40013.1950.0,40013,Type of cancer: ICD9,Cancer register
37865,f.40013.1954.0,40013,Type of cancer: ICD9,Cancer register
37866,f.40013.1955.0,40013,Type of cancer: ICD9,Cancer register
37867,f.40013.1958.0,40013,Type of cancer: ICD9,Cancer register
37868,f.40013.1960.0,40013,Type of cancer: ICD9,Cancer register
37869,f.40013.1961.0,40013,Type of cancer: ICD9,Cancer register
37870,f.40013.1962.0,40013,Type of cancer: ICD9,Cancer register
37871,f.40013.1963.0,40013,Type of cancer: ICD9,Cancer register
37872,f.40013.1965.0,40013,Type of cancer: ICD9,Cancer register
37873,f.40013.1968.0,40013,Type of cancer: ICD9,Cancer register
37874,f.40013.1969.0,40013,Type of cancer: ICD9,Cancer register
37875,f.40013.1975.0,40013,Type of cancer: ICD9,Cancer register
37876,f.40013.1976.0,40013,Type of cancer: ICD9,Cancer register
37877,f.40013.1983.0,40013,Type of cancer: ICD9,Cancer register
37878,f.40013.1984.0,40013,Type of cancer: ICD9,Cancer register
37879,f.40013.1985.0,40013,Type of cancer: ICD9,Cancer register
37880,f.40013.1986.0,40013,Type of cancer: ICD9,Cancer register
37881,f.40013.1988.0,40013,Type of cancer: ICD9,Cancer register
37882,f.40013.1990.0,40013,Type of cancer: ICD9,Cancer register
37883,f.40013.1991.0,40013,Type of cancer: ICD9,Cancer register
37884,f.40013.2000.0,40013,Type of cancer: ICD9,Cancer register
37885,f.40013.2001.0,40013,Type of cancer: ICD9,Cancer register
37886,f.40013.2008.0,40013,Type of cancer: ICD9,Cancer register
37887,f.40013.2014.0,40013,Type of cancer: ICD9,Cancer register
37888,f.40013.2015.0,40013,Type of cancer: ICD9,Cancer register
37889,f.40013.2016.0,40013,Type of cancer: ICD9,Cancer register
37890,f.40013.2017.0,40013,Type of cancer: ICD9,Cancer register
37891,f.40013.2019.0,40013,Type of cancer: ICD9,Cancer register
37892,f.40013.2020.0,40013,Type of cancer: ICD9,Cancer register
37893,f.40013.2021.0,40013,Type of cancer: ICD9,Cancer register
37894,f.40013.2022.0,40013,Type of cancer: ICD9,Cancer register
37895,f.40013.2024.0,40013,Type of cancer: ICD9,Cancer register
37896,f.40013.2028.0,40013,Type of cancer: ICD9,Cancer register
37897,f.40013.2030.0,40013,Type of cancer: ICD9,Cancer register
37898,f.40013.2040.0,40013,Type of cancer: ICD9,Cancer register
37899,f.40013.2041.0,40013,Type of cancer: ICD9,Cancer register
37900,f.40013.2049.0,40013,Type of cancer: ICD9,Cancer register
37901,f.40013.2050.0,40013,Type of cancer: ICD9,Cancer register
37902,f.40013.2051.0,40013,Type of cancer: ICD9,Cancer register
37903,f.40013.2059.0,40013,Type of cancer: ICD9,Cancer register
37904,f.40013.2061.0,40013,Type of cancer: ICD9,Cancer register
37905,f.40013.207.0,40013,Type of cancer: ICD9,Cancer register
37906,f.40013.2081.0,40013,Type of cancer: ICD9,Cancer register
37907,f.40013.2089.0,40013,Type of cancer: ICD9,Cancer register
37908,f.40013.2233.0,40013,Type of cancer: ICD9,Cancer register
37909,f.40013.225.0,40013,Type of cancer: ICD9,Cancer register
37910,f.40013.2250.0,40013,Type of cancer: ICD9,Cancer register
37911,f.40013.2251.0,40013,Type of cancer: ICD9,Cancer register
37912,f.40013.2252.0,40013,Type of cancer: ICD9,Cancer register
37913,f.40013.2253.0,40013,Type of cancer: ICD9,Cancer register
37914,f.40013.2254.0,40013,Type of cancer: ICD9,Cancer register
37915,f.40013.2258.0,40013,Type of cancer: ICD9,Cancer register
37916,f.40013.2259.0,40013,Type of cancer: ICD9,Cancer register
37917,f.40013.226.0,40013,Type of cancer: ICD9,Cancer register
37918,f.40013.2273.0,40013,Type of cancer: ICD9,Cancer register
37919,f.40013.2279.0,40013,Type of cancer: ICD9,Cancer register
37920,f.40013.2300.0,40013,Type of cancer: ICD9,Cancer register
37921,f.40013.2303.0,40013,Type of cancer: ICD9,Cancer register
37922,f.40013.2304.0,40013,Type of cancer: ICD9,Cancer register
37923,f.40013.2310.0,40013,Type of cancer: ICD9,Cancer register
37924,f.40013.2321.0,40013,Type of cancer: ICD9,Cancer register
37925,f.40013.2322.0,40013,Type of cancer: ICD9,Cancer register
37926,f.40013.2323.0,40013,Type of cancer: ICD9,Cancer register
37927,f.40013.2324.0,40013,Type of cancer: ICD9,Cancer register
37928,f.40013.2325.0,40013,Type of cancer: ICD9,Cancer register
37929,f.40013.2326.0,40013,Type of cancer: ICD9,Cancer register
37930,f.40013.2327.0,40013,Type of cancer: ICD9,Cancer register
37931,f.40013.2328.0,40013,Type of cancer: ICD9,Cancer register
37932,f.40013.2329.0,40013,Type of cancer: ICD9,Cancer register
37933,f.40013.2330.0,40013,Type of cancer: ICD9,Cancer register
37934,f.40013.2331.0,40013,Type of cancer: ICD9,Cancer register
37935,f.40013.2332.0,40013,Type of cancer: ICD9,Cancer register
37936,f.40013.2333.0,40013,Type of cancer: ICD9,Cancer register
37937,f.40013.2335.0,40013,Type of cancer: ICD9,Cancer register
37938,f.40013.2336.0,40013,Type of cancer: ICD9,Cancer register
37939,f.40013.2337.0,40013,Type of cancer: ICD9,Cancer register
37940,f.40013.2339.0,40013,Type of cancer: ICD9,Cancer register
37941,f.40013.2340.0,40013,Type of cancer: ICD9,Cancer register
37942,f.40013.2349.0,40013,Type of cancer: ICD9,Cancer register
37943,f.40013.2350.0,40013,Type of cancer: ICD9,Cancer register
37944,f.40013.2351.0,40013,Type of cancer: ICD9,Cancer register
37945,f.40013.2352.0,40013,Type of cancer: ICD9,Cancer register
37946,f.40013.2353.0,40013,Type of cancer: ICD9,Cancer register
37947,f.40013.2354.0,40013,Type of cancer: ICD9,Cancer register
37948,f.40013.2355.0,40013,Type of cancer: ICD9,Cancer register
37949,f.40013.2357.0,40013,Type of cancer: ICD9,Cancer register
37950,f.40013.2360.0,40013,Type of cancer: ICD9,Cancer register
37951,f.40013.2361.0,40013,Type of cancer: ICD9,Cancer register
37952,f.40013.2362.0,40013,Type of cancer: ICD9,Cancer register
37953,f.40013.2363.0,40013,Type of cancer: ICD9,Cancer register
37954,f.40013.2364.0,40013,Type of cancer: ICD9,Cancer register
37955,f.40013.2365.0,40013,Type of cancer: ICD9,Cancer register
37956,f.40013.2367.0,40013,Type of cancer: ICD9,Cancer register
37957,f.40013.2369.0,40013,Type of cancer: ICD9,Cancer register
37958,f.40013.2370.0,40013,Type of cancer: ICD9,Cancer register
37959,f.40013.2373.0,40013,Type of cancer: ICD9,Cancer register
37960,f.40013.2375.0,40013,Type of cancer: ICD9,Cancer register
37961,f.40013.2376.0,40013,Type of cancer: ICD9,Cancer register
37962,f.40013.2377.0,40013,Type of cancer: ICD9,Cancer register
37963,f.40013.2379.0,40013,Type of cancer: ICD9,Cancer register
37964,f.40013.2380.0,40013,Type of cancer: ICD9,Cancer register
37965,f.40013.2381.0,40013,Type of cancer: ICD9,Cancer register
37966,f.40013.2382.0,40013,Type of cancer: ICD9,Cancer register
37967,f.40013.2383.0,40013,Type of cancer: ICD9,Cancer register
37968,f.40013.2384.0,40013,Type of cancer: ICD9,Cancer register
37969,f.40013.2386.0,40013,Type of cancer: ICD9,Cancer register
37970,f.40013.2387.0,40013,Type of cancer: ICD9,Cancer register
37971,f.40013.2388.0,40013,Type of cancer: ICD9,Cancer register
37972,f.40013.2390.0,40013,Type of cancer: ICD9,Cancer register
37973,f.40013.2395.0,40013,Type of cancer: ICD9,Cancer register
37974,f.40013.2396.0,40013,Type of cancer: ICD9,Cancer register
37975,f.40013.2397.0,40013,Type of cancer: ICD9,Cancer register
37976,f.40013.2532.0,40013,Type of cancer: ICD9,Cancer register
37977,f.40013.630.0,40013,Type of cancer: ICD9,Cancer register
37978,f.40013.6342.0,40013,Type of cancer: ICD9,Cancer register
37979,f.40018.1.0,40018,Death record format,Death register
37980,f.40018.19.0,40018,Death record format,Death register
37981,f.40018.2.0,40018,Death record format,Death register
37982,f.40018.7.0,40018,Death record format,Death register
37983,f.401.0.0,401,Index for card A in round,Reaction time
37984,f.401.1.0,401,Index for card A in round,Reaction time
37985,f.401.2.0,401,Index for card A in round,Reaction time
37986,f.401.3.0,401,Index for card A in round,Reaction time
37987,f.401.4.0,401,Index for card A in round,Reaction time
37988,f.401.5.0,401,Index for card A in round,Reaction time
37989,f.401.6.0,401,Index for card A in round,Reaction time
37990,f.401.7.0,401,Index for card A in round,Reaction time
37991,f.401.8.0,401,Index for card A in round,Reaction time
37992,f.401.9.0,401,Index for card A in round,Reaction time
37993,f.402.0.0,402,Index for card B in round,Reaction time
37994,f.402.1.0,402,Index for card B in round,Reaction time
37995,f.402.2.0,402,Index for card B in round,Reaction time
37996,f.402.3.0,402,Index for card B in round,Reaction time
37997,f.402.4.0,402,Index for card B in round,Reaction time
37998,f.402.5.0,402,Index for card B in round,Reaction time
37999,f.402.6.0,402,Index for card B in round,Reaction time
38000,f.402.7.0,402,Index for card B in round,Reaction time
38001,f.402.8.0,402,Index for card B in round,Reaction time
38002,f.402.9.0,402,Index for card B in round,Reaction time
38003,f.4041.-1.0,4041,Gestational diabetes only,Medical conditions
38004,f.4041.-2.0,4041,Gestational diabetes only,Medical conditions
38005,f.4041.-3.0,4041,Gestational diabetes only,Medical conditions
38006,f.4041.0.0,4041,Gestational diabetes only,Medical conditions
38007,f.4041.1.0,4041,Gestational diabetes only,Medical conditions
38008,f.4067.-1.0,4067,Facial pains for 3+ months,Pain
38009,f.4067.-3.0,4067,Facial pains for 3+ months,Pain
38010,f.4067.0.0,4067,Facial pains for 3+ months,Pain
38011,f.4067.1.0,4067,Facial pains for 3+ months,Pain
38012,f.4186.1.0,4186,Stiffness method,Arterial stiffness
38013,f.4186.2.0,4186,Stiffness method,Arterial stiffness
38014,f.4186.6.0,4186,Stiffness method,Arterial stiffness
38015,f.4186.7.0,4186,Stiffness method,Arterial stiffness
38016,f.42001.0.0,42001,Source of myocardial infarction report,Myocardial infarction outcomes
38017,f.42001.1.0,42001,Source of myocardial infarction report,Myocardial infarction outcomes
38018,f.42001.2.0,42001,Source of myocardial infarction report,Myocardial infarction outcomes
38019,f.42003.1.0,42003,Source of STEMI report,Myocardial infarction outcomes
38020,f.42005.1.0,42005,Source of NSTEMI report,Myocardial infarction outcomes
38021,f.42005.2.0,42005,Source of NSTEMI report,Myocardial infarction outcomes
38022,f.42007.0.0,42007,Source of stroke report,Stroke outcomes
38023,f.42007.1.0,42007,Source of stroke report,Stroke outcomes
38024,f.42007.2.0,42007,Source of stroke report,Stroke outcomes
38025,f.42009.0.0,42009,Source of ischaemic stroke report,Stroke outcomes
38026,f.42009.1.0,42009,Source of ischaemic stroke report,Stroke outcomes
38027,f.42009.2.0,42009,Source of ischaemic stroke report,Stroke outcomes
38028,f.42011.0.0,42011,Source of intracerebral haemorrhage report,Stroke outcomes
38029,f.42011.1.0,42011,Source of intracerebral haemorrhage report,Stroke outcomes
38030,f.42011.2.0,42011,Source of intracerebral haemorrhage report,Stroke outcomes
38031,f.42013.0.0,42013,Source of subarachnoid haemorrhage report,Stroke outcomes
38032,f.42013.1.0,42013,Source of subarachnoid haemorrhage report,Stroke outcomes
38033,f.42013.2.0,42013,Source of subarachnoid haemorrhage report,Stroke outcomes
38034,f.4259.0.0,4259,Digits entered correctly,Numeric memory
38035,f.4259.1.0,4259,Digits entered correctly,Numeric memory
38036,f.4259.9.0,4259,Digits entered correctly,Numeric memory
38037,f.4281.2.0,4281,Completion status of numeric memory test,Numeric memory
38038,f.4281.3.0,4281,Completion status of numeric memory test,Numeric memory
38039,f.4281.9.0,4281,Completion status of numeric memory test,Numeric memory
38040,f.4287.3.0,4287,Test completion status,Prospective memory
38041,f.4287.9.0,4287,Test completion status,Prospective memory
38042,f.4292.-1.0,4292,PM: initial answer,Prospective memory
38043,f.4292.0.0,4292,PM: initial answer,Prospective memory
38044,f.4292.1.0,4292,PM: initial answer,Prospective memory
38045,f.4292.2.0,4292,PM: initial answer,Prospective memory
38046,f.4292.3.0,4292,PM: initial answer,Prospective memory
38047,f.4293.-1.0,4293,PM: final answer,Prospective memory
38048,f.4293.1.0,4293,PM: final answer,Prospective memory
38049,f.4293.2.0,4293,PM: final answer,Prospective memory
38050,f.4293.3.0,4293,PM: final answer,Prospective memory
38051,f.4294.0.0,4294,Final attempt correct,Prospective memory
38052,f.4294.1.0,4294,Final attempt correct,Prospective memory
38053,f.4294.9.0,4294,Final attempt correct,Prospective memory
38054,f.4501.-1.0,4501,Non-accidental death in close genetic family,Family history
38055,f.4501.-3.0,4501,Non-accidental death in close genetic family,Family history
38056,f.4501.0.0,4501,Non-accidental death in close genetic family,Family history
38057,f.4501.1.0,4501,Non-accidental death in close genetic family,Family history
38058,f.4526.-1.0,4526,Happiness,Mental health
38059,f.4526.-3.0,4526,Happiness,Mental health
38060,f.4526.1.0,4526,Happiness,Mental health
38061,f.4526.2.0,4526,Happiness,Mental health
38062,f.4526.3.0,4526,Happiness,Mental health
38063,f.4526.4.0,4526,Happiness,Mental health
38064,f.4526.5.0,4526,Happiness,Mental health
38065,f.4526.6.0,4526,Happiness,Mental health
38066,f.4537.-1.0,4537,Work/job satisfaction,Mental health
38067,f.4537.-3.0,4537,Work/job satisfaction,Mental health
38068,f.4537.1.0,4537,Work/job satisfaction,Mental health
38069,f.4537.2.0,4537,Work/job satisfaction,Mental health
38070,f.4537.3.0,4537,Work/job satisfaction,Mental health
38071,f.4537.4.0,4537,Work/job satisfaction,Mental health
38072,f.4537.5.0,4537,Work/job satisfaction,Mental health
38073,f.4537.6.0,4537,Work/job satisfaction,Mental health
38074,f.4537.7.0,4537,Work/job satisfaction,Mental health
38075,f.4548.-1.0,4548,Health satisfaction,Mental health
38076,f.4548.-3.0,4548,Health satisfaction,Mental health
38077,f.4548.1.0,4548,Health satisfaction,Mental health
38078,f.4548.2.0,4548,Health satisfaction,Mental health
38079,f.4548.3.0,4548,Health satisfaction,Mental health
38080,f.4548.4.0,4548,Health satisfaction,Mental health
38081,f.4548.5.0,4548,Health satisfaction,Mental health
38082,f.4548.6.0,4548,Health satisfaction,Mental health
38083,f.4559.-1.0,4559,Family relationship satisfaction,Mental health
38084,f.4559.-3.0,4559,Family relationship satisfaction,Mental health
38085,f.4559.1.0,4559,Family relationship satisfaction,Mental health
38086,f.4559.2.0,4559,Family relationship satisfaction,Mental health
38087,f.4559.3.0,4559,Family relationship satisfaction,Mental health
38088,f.4559.4.0,4559,Family relationship satisfaction,Mental health
38089,f.4559.5.0,4559,Family relationship satisfaction,Mental health
38090,f.4559.6.0,4559,Family relationship satisfaction,Mental health
38091,f.4570.-1.0,4570,Friendships satisfaction,Mental health
38092,f.4570.-3.0,4570,Friendships satisfaction,Mental health
38093,f.4570.1.0,4570,Friendships satisfaction,Mental health
38094,f.4570.2.0,4570,Friendships satisfaction,Mental health
38095,f.4570.3.0,4570,Friendships satisfaction,Mental health
38096,f.4570.4.0,4570,Friendships satisfaction,Mental health
38097,f.4570.5.0,4570,Friendships satisfaction,Mental health
38098,f.4570.6.0,4570,Friendships satisfaction,Mental health
38099,f.4581.-1.0,4581,Financial situation satisfaction,Mental health
38100,f.4581.-3.0,4581,Financial situation satisfaction,Mental health
38101,f.4581.1.0,4581,Financial situation satisfaction,Mental health
38102,f.4581.2.0,4581,Financial situation satisfaction,Mental health
38103,f.4581.3.0,4581,Financial situation satisfaction,Mental health
38104,f.4581.4.0,4581,Financial situation satisfaction,Mental health
38105,f.4581.5.0,4581,Financial situation satisfaction,Mental health
38106,f.4581.6.0,4581,Financial situation satisfaction,Mental health
38107,f.4598.-1.0,4598,Ever depressed for a whole week,Mental health
38108,f.4598.-3.0,4598,Ever depressed for a whole week,Mental health
38109,f.4598.0.0,4598,Ever depressed for a whole week,Mental health
38110,f.4598.1.0,4598,Ever depressed for a whole week,Mental health
38111,f.4631.-1.0,4631,Ever unenthusiastic/disinterested for a whole week,Mental health
38112,f.4631.-3.0,4631,Ever unenthusiastic/disinterested for a whole week,Mental health
38113,f.4631.0.0,4631,Ever unenthusiastic/disinterested for a whole week,Mental health
38114,f.4631.1.0,4631,Ever unenthusiastic/disinterested for a whole week,Mental health
38115,f.4642.-1.0,4642,Ever manic/hyper for 2 days,Mental health
38116,f.4642.-3.0,4642,Ever manic/hyper for 2 days,Mental health
38117,f.4642.0.0,4642,Ever manic/hyper for 2 days,Mental health
38118,f.4642.1.0,4642,Ever manic/hyper for 2 days,Mental health
38119,f.4653.-1.0,4653,Ever highly irritable/argumentative for 2 days,Mental health
38120,f.4653.-3.0,4653,Ever highly irritable/argumentative for 2 days,Mental health
38121,f.4653.0.0,4653,Ever highly irritable/argumentative for 2 days,Mental health
38122,f.4653.1.0,4653,Ever highly irritable/argumentative for 2 days,Mental health
38123,f.4674.-1.0,4674,Private healthcare,Other sociodemographic factors
38124,f.4674.-3.0,4674,Private healthcare,Other sociodemographic factors
38125,f.4674.1.0,4674,Private healthcare,Other sociodemographic factors
38126,f.4674.2.0,4674,Private healthcare,Other sociodemographic factors
38127,f.4674.3.0,4674,Private healthcare,Other sociodemographic factors
38128,f.4674.4.0,4674,Private healthcare,Other sociodemographic factors
38129,f.4717.-1.0,4717,Shortness of breath walking on level ground,Breathing
38130,f.4717.-3.0,4717,Shortness of breath walking on level ground,Breathing
38131,f.4717.0.0,4717,Shortness of breath walking on level ground,Breathing
38132,f.4717.1.0,4717,Shortness of breath walking on level ground,Breathing
38133,f.4728.-1.0,4728,Leg pain on walking,Claudication and peripheral artery disease
38134,f.4728.-3.0,4728,Leg pain on walking,Claudication and peripheral artery disease
38135,f.4728.0.0,4728,Leg pain on walking,Claudication and peripheral artery disease
38136,f.4728.1.0,4728,Leg pain on walking,Claudication and peripheral artery disease
38137,f.4792.-3.0,4792,Cochlear implant,Hearing
38138,f.4792.0.0,4792,Cochlear implant,Hearing
38139,f.4792.1.0,4792,Cochlear implant,Hearing
38140,f.4803.-1.0,4803,Tinnitus,Hearing
38141,f.4803.-3.0,4803,Tinnitus,Hearing
38142,f.4803.0.0,4803,Tinnitus,Hearing
38143,f.4803.11.0,4803,Tinnitus,Hearing
38144,f.4803.12.0,4803,Tinnitus,Hearing
38145,f.4803.13.0,4803,Tinnitus,Hearing
38146,f.4803.14.0,4803,Tinnitus,Hearing
38147,f.4814.-1.0,4814,Tinnitus severity/nuisance,Hearing
38148,f.4814.-3.0,4814,Tinnitus severity/nuisance,Hearing
38149,f.4814.11.0,4814,Tinnitus severity/nuisance,Hearing
38150,f.4814.12.0,4814,Tinnitus severity/nuisance,Hearing
38151,f.4814.13.0,4814,Tinnitus severity/nuisance,Hearing
38152,f.4814.4.0,4814,Tinnitus severity/nuisance,Hearing
38153,f.4825.-1.0,4825,Noisy workplace,Hearing
38154,f.4825.-3.0,4825,Noisy workplace,Hearing
38155,f.4825.0.0,4825,Noisy workplace,Hearing
38156,f.4825.11.0,4825,Noisy workplace,Hearing
38157,f.4825.12.0,4825,Noisy workplace,Hearing
38158,f.4825.13.0,4825,Noisy workplace,Hearing
38159,f.4836.-1.0,4836,Loud music exposure frequency,Hearing
38160,f.4836.-3.0,4836,Loud music exposure frequency,Hearing
38161,f.4836.0.0,4836,Loud music exposure frequency,Hearing
38162,f.4836.11.0,4836,Loud music exposure frequency,Hearing
38163,f.4836.12.0,4836,Loud music exposure frequency,Hearing
38164,f.4836.13.0,4836,Loud music exposure frequency,Hearing
38165,f.4924.1.0,4924,Attempted fluid intelligence (FI) test.,Fluid intelligence / reasoning
38166,f.4924.2.0,4924,Attempted fluid intelligence (FI) test.,Fluid intelligence / reasoning
38167,f.4935.-1.0,4935,FI1 : numeric addition test,Fluid intelligence / reasoning
38168,f.4935.-3.0,4935,FI1 : numeric addition test,Fluid intelligence / reasoning
38169,f.4935.13.0,4935,FI1 : numeric addition test,Fluid intelligence / reasoning
38170,f.4935.14.0,4935,FI1 : numeric addition test,Fluid intelligence / reasoning
38171,f.4935.15.0,4935,FI1 : numeric addition test,Fluid intelligence / reasoning
38172,f.4935.16.0,4935,FI1 : numeric addition test,Fluid intelligence / reasoning
38173,f.4935.17.0,4935,FI1 : numeric addition test,Fluid intelligence / reasoning
38174,f.4946.-1.0,4946,FI2 : identify largest number,Fluid intelligence / reasoning
38175,f.4946.-3.0,4946,FI2 : identify largest number,Fluid intelligence / reasoning
38176,f.4946.253.0,4946,FI2 : identify largest number,Fluid intelligence / reasoning
38177,f.4946.308.0,4946,FI2 : identify largest number,Fluid intelligence / reasoning
38178,f.4946.642.0,4946,FI2 : identify largest number,Fluid intelligence / reasoning
38179,f.4946.714.0,4946,FI2 : identify largest number,Fluid intelligence / reasoning
38180,f.4946.987.0,4946,FI2 : identify largest number,Fluid intelligence / reasoning
38181,f.4957.-1.0,4957,FI3 : word interpolation,Fluid intelligence / reasoning
38182,f.4957.-3.0,4957,FI3 : word interpolation,Fluid intelligence / reasoning
38183,f.4957.1.0,4957,FI3 : word interpolation,Fluid intelligence / reasoning
38184,f.4957.2.0,4957,FI3 : word interpolation,Fluid intelligence / reasoning
38185,f.4957.3.0,4957,FI3 : word interpolation,Fluid intelligence / reasoning
38186,f.4957.4.0,4957,FI3 : word interpolation,Fluid intelligence / reasoning
38187,f.4957.5.0,4957,FI3 : word interpolation,Fluid intelligence / reasoning
38188,f.4968.-1.0,4968,FI4 : positional arithmetic,Fluid intelligence / reasoning
38189,f.4968.-3.0,4968,FI4 : positional arithmetic,Fluid intelligence / reasoning
38190,f.4968.5.0,4968,FI4 : positional arithmetic,Fluid intelligence / reasoning
38191,f.4968.6.0,4968,FI4 : positional arithmetic,Fluid intelligence / reasoning
38192,f.4968.7.0,4968,FI4 : positional arithmetic,Fluid intelligence / reasoning
38193,f.4968.8.0,4968,FI4 : positional arithmetic,Fluid intelligence / reasoning
38194,f.4979.-1.0,4979,FI5 : family relationship calculation,Fluid intelligence / reasoning
38195,f.4979.-3.0,4979,FI5 : family relationship calculation,Fluid intelligence / reasoning
38196,f.4979.1.0,4979,FI5 : family relationship calculation,Fluid intelligence / reasoning
38197,f.4979.2.0,4979,FI5 : family relationship calculation,Fluid intelligence / reasoning
38198,f.4979.3.0,4979,FI5 : family relationship calculation,Fluid intelligence / reasoning
38199,f.4979.4.0,4979,FI5 : family relationship calculation,Fluid intelligence / reasoning
38200,f.4979.5.0,4979,FI5 : family relationship calculation,Fluid intelligence / reasoning
38201,f.4990.-1.0,4990,FI6 : conditional arithmetic,Fluid intelligence / reasoning
38202,f.4990.-3.0,4990,FI6 : conditional arithmetic,Fluid intelligence / reasoning
38203,f.4990.68.0,4990,FI6 : conditional arithmetic,Fluid intelligence / reasoning
38204,f.4990.69.0,4990,FI6 : conditional arithmetic,Fluid intelligence / reasoning
38205,f.4990.70.0,4990,FI6 : conditional arithmetic,Fluid intelligence / reasoning
38206,f.4990.71.0,4990,FI6 : conditional arithmetic,Fluid intelligence / reasoning
38207,f.4990.72.0,4990,FI6 : conditional arithmetic,Fluid intelligence / reasoning
